id,name,venue,date,scraper,match_reason,url
"50aa573e-45c5-4eac-bd56-22d53b7100e3","Friday Cheers at the Grinnin' Bear Tavern","Grinnin' Bear Tavern","April 24, 2026","Macaroni Kid Lynchburg","drinks mention","https://lynchburg.macaronikid.com/events/69cee405421c0c3dfdb2aa11/friday-cheers-at-the-grinnin-bear-tavern"
"g9JpsjlmjVxHC0mANzlS","Trivia Night @ Three Dollar Cafe","Three Dollar Cafe","May 6, 2026","Macaroni Kid Winder-Buford","cocktail mention","https://winder.macaronikid.com/events/6869d28270dad7f2f0c64f84/trivia-night--three-dollar-cafe"
"3db7944c-43e5-4514-8e2f-1f14f772d24e","Mother's Day Market at Bingo Beer Co","Bingo Beer Co","May 9, 2026","Macaroni Kid Richmond","cocktail mention","https://richmond.macaronikid.com/events/69a86e244e15247f89a60de9/mothers-day-market-at-bingo-beer-co"
"c177bed3-059f-46b7-a54b-068c372974cf","Shakespeare Trivia Night - at Birch Tree Books","Birch Tree Books, 11 W Market St, Fl 1, Leesburg, VA 20176","Friday, April 24: 6:30pm - 8:30pm Friday, April 24: 6:30pm - 8:30pm","Loudoun County Public Library","trivia night","https://loudoun.libnet.info/event/15988855"
"8e4d85a3-ec6e-4ba4-accb-3e2df0a82848","13th Annual Tour de Crawdad","Wire Road Brewery","April 25, 2026","Macaroni Kid Springfield","brewery mention","https://springfieldmo.macaronikid.com/events/6978eb425260717212e7ef1f/13th-annual-tour-de-crawdad"
"840c1323-d111-45c8-8fb6-65187c9ab544","Best Dam Food Festival","Tega Cay Catawba Park","May 9, 2026","Macaroni Kid Fort Mill-Tega Cay-Rock Hill","beer event","https://fortmill.macaronikid.com/events/69ab1c048c3fc2563201a389/best-dam-food-festival"
"88e02d24-86d7-45a1-9da5-55d4eeb715a9","Saturdays at Sunrise Community Farm","Sunrise Community Farm Center","April 25, 2026","Macaroni Kid Chapel Hill-Durham","after dark","https://southdurham.macaronikid.com/events/693c299bfd6ee10412db84bc/saturdays-at-sunrise-community-farm"
"cd7f82bf-c4ab-4d17-8393-70ee307cfb19","Rhythm in the Wild at Palm Beach Zoo","Palm Beach Zoo","April 25, 2026","Macaroni Kid Palm Beach Gardens-Jupiter","after dark","https://pbgjupiter.macaronikid.com/events/69a48833315833f2e71e4e0f/rhythm-in-the-wild-at-palm-beach-zoo"
"56ffacf2-4f6e-46b4-acc4-1760b3608051","Jefferson Valley Mall Carnival","Jefferson Valley Mall","April 22, 2026","Macaroni Kid Westchester Rivertowns","21+","https://westchester-rivertowns.macaronikid.com/events/69d13441421c0c3dfdd1bddc/jefferson-valley-mall-carnival"
"eea82378-4897-4f97-a414-661f64e82840","Craft Jeep Cruise-In Sunday at Loose Shoe Too Brewery","Loose Shoe Too Brewery","April 26, 2026","Macaroni Kid Lynchburg","brewery mention","https://lynchburg.macaronikid.com/events/699608be1f39cbf56b5402a4/craft-jeep-cruise-in-sunday-at-loose-shoe-too-brewery"
"67733c59-fd4f-4cb7-93c3-68cfd40112c1","Friday Cheers at the Grinnin' Bear Tavern","Grinnin' Bear Tavern","May 1, 2026","Macaroni Kid Lynchburg","drinks mention","https://lynchburg.macaronikid.com/events/69cee406421c0c3dfdb2aa2b/friday-cheers-at-the-grinnin-bear-tavern"
"bfb56eae-473b-4652-8eae-edab6e424d8b","Saturdays at Sunrise Community Farm","Sunrise Community Farm Center","May 2, 2026","Macaroni Kid Chapel Hill-Durham","after dark","https://southdurham.macaronikid.com/events/693c299bfd6ee10412db84bd/saturdays-at-sunrise-community-farm"
"f7473ee8-753a-4891-825b-2e06aa47ec08","Triva at Flying Heart","Flying Heart Brewery","April 28, 2026","Macaroni Kid Monroe-West Monroe","trivia night","https://monroela.macaronikid.com/events/69e0629c3fb5e888d356f098/triva-at-flying-heart"
"e6c70d05-fe25-4952-8243-6e41f1570aef","Saturdays at Sunrise Community Farm","Sunrise Community Farm Center","May 9, 2026","Macaroni Kid Chapel Hill-Durham","after dark","https://southdurham.macaronikid.com/events/693c299bfd6ee10412db84be/saturdays-at-sunrise-community-farm"
"YXCQXWqaNtUl3XKSKcg9AabDxogMEo","Jason Green: ""Too Precious to Lose""","Central Library","June 16, 2026","Enoch Pratt Free Library","dating","https://calendar.prattlibrary.org/event/jason-green-too-precious-to-lose"
"NSSGIi3c9kI_1lPrzMah","Value Tuesday @ Movie Tavern","Movie Tavern Flourtown","April 28, 2026","Macaroni Kid Warminster-Willow Grove","drinks mention","https://willowgrove.macaronikid.com/events/6828766b3a0b24c87c068e29/value-tuesday--movie-tavern"
"84cce462-281e-4ca9-97dc-03f8f1abe53f","Princess Brunch at Bear Mountain Inn","Bear Mountain Inn","April 26, 2026","Macaroni Kid Central Westchester","cocktail mention","https://whiteplains.macaronikid.com/events/69a79260aab57ca53ac6c017/princess-brunch-at-bear-mountain-inn"
"dc689036-3551-43ab-81da-9a7df4b8dfdf","Rhythm in the Wild at Palm Beach Zoo","Palm Beach Zoo","April 24, 2026","Macaroni Kid Palm Beach Gardens-Jupiter","after dark","https://pbgjupiter.macaronikid.com/events/69a48833315833f2e71e4e0e/rhythm-in-the-wild-at-palm-beach-zoo"
"8b32db42-9f51-4516-ae4c-f97d1757ee45","Baby Goat Snuggles","Syman Says Farm","April 23, 2026","Macaroni Kid Enfield","18+","https://enfield.macaronikid.com/events/69c1b1391e9090e1730bae47/baby-goat-snuggles"
"69f7b77a-b721-486b-b11c-9b27cd357631","Jefferson Valley Mall Carnival","Jefferson Valley Mall","April 26, 2026","Macaroni Kid Westchester Rivertowns","21+","https://westchester-rivertowns.macaronikid.com/events/69d1347e174ed66a7119824f/jefferson-valley-mall-carnival"
"dd31185b-1a61-4758-b5d9-90266f8ba69c","Jefferson Valley Mall Carnival","Jefferson Valley Mall","April 24, 2026","Macaroni Kid Westchester Rivertowns","21+","https://westchester-rivertowns.macaronikid.com/events/69d13441421c0c3dfdd1bdde/jefferson-valley-mall-carnival"
"03d5508b-0524-4db6-be32-ae9ba8f8b394","Market on Fifth - Apopka","Market On Fifth","May 1, 2026","Macaroni Kid Apopka-Mount Dora","cocktail mention","https://apopka.macaronikid.com/events/68af899f121b48c09eb834be/market-on-fifth-apopka"
"2266702c-055e-4b16-bde1-4b647efedb8b","Keep Our Farm a Farm: Celebrating Our Farm. Growing Its Future","Cohasset Common","May 2, 2026","Macaroni Kid South Shore Boston","beer event","https://ssboston.macaronikid.com/events/69b87108d6689820a5fa30c6/keep-our-farm-a-farm-celebrating-our-farm.-growing-its-future"
"ea51a2c0-01fe-4f26-9911-6b89750b8cb8","East Atlanta Village Farmers Market","East Atlanta Village Farmers Market","April 23, 2026","Macaroni Kid East Atlanta-Downtown Atlanta-Little 5 Points","pub mention","https://eastatlanta.macaronikid.com/events/6847543dc3c7e5f2f574b9c4/east-atlanta-village-farmers-market"
"2d03f44f-fd49-498a-95a4-9d5ab354794e","🎶 Friday Night Live at Atlantic Green","Atlantic Green","May 8, 2026","Macaroni Kid East Atlanta-Downtown Atlanta-Little 5 Points","cocktail mention","https://eastatlanta.macaronikid.com/events/68bd5a5e48ee5b24af3defff/-friday-night-live-at-atlantic-green"
"54100a87-05f3-44ec-8990-b915cffd0d29","East Atlanta Village Farmers Market","East Atlanta Village Farmers Market","May 7, 2026","Macaroni Kid East Atlanta-Downtown Atlanta-Little 5 Points","pub mention","https://eastatlanta.macaronikid.com/events/6847543dc3c7e5f2f574b9c6/east-atlanta-village-farmers-market"
"3f150b30-c16c-4d30-bce8-20151a08cb12","Frenchies, Friends, & Brews @ TUPPS","The Grain Room by TUPPS","April 26, 2026","Macaroni Kid McKinney","brewery mention","https://mckinney.macaronikid.com/events/69d01243421c0c3dfdc3e86a/frenchies-friends-and-brews--tupps"
"fbd3f6ed-f129-4e0d-9d53-52cbb816df8d","Family Friendly Bingo at Milk Money Brewing","Milk Money Brewing","May 4, 2026","Macaroni Kid Downers Grove-La Grange-Elmhurst","brewery mention","https://downersgrove.macaronikid.com/events/69583cc1bf86d9f11ca45dca/family-friendly-bingo-at-milk-money-brewing"
"b98d42e6-840a-45d4-ab02-e20d69759609","Food Truck and Beer Festival","Skylands Stadium","May 2, 2026","Macaroni Kid Sussex","beer event","https://sussexnj.macaronikid.com/events/69a0b415ccdd3cab75fc7132/food-truck-and-beer-festival"
"0YQeJg_HWxMku9b7awo6","Friends of CHOA Down and Derby","Crabapple Green Space","May 2, 2026","Macaroni Kid Alpharetta-Roswell-Milton","cocktail mention","https://alpharetta.macaronikid.com/events/69c1589115bd2d3f5ddfe9da/friends-of-choa-down-and-derby"
"cec4b9da-a27f-4d51-9685-f2c860973a4b","Throwback Tuesday Skate","Wheels Family Skating","April 28, 2026","Macaroni Kid Killeen","18+","https://killeen.macaronikid.com/events/699743224db4113675a4f3ed/throwback-tuesday-skate"
"2b7fa210-2fef-4894-bdb3-208ac957650f","TUPPS Brewery Tour","The Grain Room by TUPPS","May 2, 2026","Macaroni Kid McKinney","brewery mention","https://mckinney.macaronikid.com/events/6830cd7d2c15b9068203bcdd/tupps-brewery-tour"
"703f491c-ddeb-49f8-989d-e0e17a646e86","TUPPS Hops & Shops","The Grain Room by TUPPS","May 8, 2026","Macaroni Kid McKinney","brewery mention","https://mckinney.macaronikid.com/events/69b17ee364cc3b85ab31b559/tupps-hops-and-shops"
"00429f77-cc11-46b3-8839-45a202bd64dd","Asian Night Market at The Rail Park – Every Fourth Friday!","The Rail Park at Pullman Yards","April 24, 2026","Macaroni Kid College Park-East Point-Jonesboro","cocktail mention","https://collegepark.macaronikid.com/events/684b3f9ccb4c2520e0cad178/asian-night-market-at-the-rail-park-%E2%80%93-every-fourth-friday"
"1eec5f4d-0385-4b54-adfe-5412b0b55a04","Trivia Tuesdays | Multiple Locations in Arvada","Arvada Center","April 28, 2026","Macaroni Kid Arvada-Wheat Ridge-Golden","brewery mention","https://arvada.macaronikid.com/events/68730e2a576380733c6badd9/trivia-tuesdays-%7C-multiple-locations-in-arvada"
"7fdb3f1d-6a78-4189-b0ab-c4ceb0176f16","Music Bingo at Pelican Pub","Pelican Pub","April 28, 2026","Macaroni Kid Sarasota-Venice","pub mention","https://sarasota.macaronikid.com/events/6978fbd29ce6bb453205e5ad/music-bingo-at-pelican-pub"
"11af903e-c827-4687-9a0f-fe68e96d46e8","Music Bingo at Pelican Pub","Pelican Pub","May 5, 2026","Macaroni Kid Sarasota-Venice","pub mention","https://sarasota.macaronikid.com/events/6978fbd29ce6bb453205e5ae/music-bingo-at-pelican-pub"
"fc31a7ed-8824-4b33-a4e5-082216f16213","St. Bonaventure Fiesta","St. Bonaventure High School","April 26, 2026","Macaroni Kid Camarillo-Ventura-Oxnard","beer event","https://camarillo.macaronikid.com/events/69a5e38004fe2c58e672987e/st.-bonaventure-fiesta"
"56c6cc12-a678-4b1d-8910-bdad313665fe","Adult Digital Art Studio: Lotte Reininger: Animation Trailblazer","South Central Regional Library","April 25, 2026","Macaroni Kid Louisville Central","18+","https://centrallouisville.macaronikid.com/events/69d8db13a18633cb099fc033/adult-digital-art-studio-lotte-reininger-animation-trailblazer"
"080ab008-5c29-4b7f-8bec-627febd1ea72","Brunch @ Flying Heart Brewery","Flying Heart Brewery","April 26, 2026","Macaroni Kid Shreveport-Bossier","brewery mention","https://shreveport.macaronikid.com/events/6593887120b58753f0527b43/brunch--flying-heart-brewery"
"bb91e8ac-4b3c-491f-a4bf-531e1c06c9f8","LEGO Club (Pittsfield)","Berkshire Athenaeum","April 28, 2026","Macaroni Kid Berkshires","18+","https://berkshires.macaronikid.com/events/6965d03e705fe7c87bc617f6/lego-club-(pittsfield)"
"fuqUDGRmFc6UXs_BGACP","First Thursdays","City of Beverly Hills","May 7, 2026","Macaroni Kid Beverly Hills","happy hour","https://beverlyhills.macaronikid.com/events/68143fe3cca1b1e0d228e792/first-thursdays"
"pbASgSMXnafe9oUAlJgf","Chico: All Ages Karaoke","The Commons Chico","April 29, 2026","Macaroni Kid Chico","cocktail mention","https://chico.macaronikid.com/events/699f7dda1ad47623a3b2ca9e/chico-all-ages-karaoke"
"WpIl5IgBoBa03xdh9-SUUcUveQunQu","Lerone Martin: ""Young King""","Central Library","May 7, 2026","Enoch Pratt Free Library","dating","https://calendar.prattlibrary.org/event/lerone-martin-young-king"
"080ef404-29f1-4a72-ab93-14799201aa41","Bilingual Storytime (Pittsfield)","Berkshire Athenaeum","May 6, 2026","Macaroni Kid Berkshires","18+","https://berkshires.macaronikid.com/events/6965d06a46e72f805712829f/bilingual-storytime-(pittsfield)"
"b8863f20-73d0-48af-b83b-80472b086c39","Kentucky Derby Watch Party","Barrett's Alehouse Bridgewater","May 2, 2026","Macaroni Kid Bridgewater-Brockton","cocktail mention","https://bridgewater.macaronikid.com/events/69c614c51e9090e1733ec1fe/kentucky-derby-watch-party"
"f25ed9b6-2ce8-4f56-84fb-111507540080","⚽RIFC 2026 Home Game Line up!","Centreville Bank Stadium","April 22, 2026","Macaroni Kid Southern Rhode Island","drinks mention","https://washingtonri.macaronikid.com/events/69b01906ec5f07256f7ca6a3/%E2%9A%BDrifc-2026-home-game-line-up"
"0ad88e8b-d2a5-44de-af27-a728cb750f18","⚽RIFC 2026 Home Game Line up!","Centreville Bank Stadium","May 2, 2026","Macaroni Kid Cranston-Kent","drinks mention","https://kent.macaronikid.com/events/69b01be1ac97416035919dce/%E2%9A%BDrifc-2026-home-game-line-up"
"eb1c2cf5-7a88-4b22-850c-bd1b3e82b62f","Black Orchid Trivia Night","Black Orchid Brewing","May 7, 2026","Macaroni Kid Modesto","trivia night","https://modesto.macaronikid.com/events/696bb2bcb4e92cc89507eb66/black-orchid-trivia-night"
"69906018-53db-486a-a60f-f5e00d2e840c","Fowler Ranch Farmers Market","Fowler Ranch","April 26, 2026","Macaroni Kid Roseville-Rocklin-Lincoln","brewery mention","https://rosevilleca.macaronikid.com/events/695dbd27c284393953937143/fowler-ranch-farmers-market"
"09870a95-22a9-4af5-9078-a4544f1af421","Fowler Ranch Farmers Market","Fowler Ranch","May 3, 2026","Macaroni Kid Roseville-Rocklin-Lincoln","brewery mention","https://rosevilleca.macaronikid.com/events/695dbd27c284393953937144/fowler-ranch-farmers-market"
"5490d477-5289-4667-b630-c6ece8338ab7","⚽RIFC 2026 Home Game Line up!","Centreville Bank Stadium","May 9, 2026","Macaroni Kid Cranston-Kent","drinks mention","https://kent.macaronikid.com/events/69b01bff0098166034570b78/%E2%9A%BDrifc-2026-home-game-line-up"
"4c27a2a7-2266-4f74-8884-344d7d26fac2","Spring Market @ Backyard Social","Backyard Social","April 26, 2026","Macaroni Kid Fort Myers-Fort Myers Beach","drinks mention","https://fortmyersbeach.macaronikid.com/events/69daf2d6aa9200c2859dc61c/spring-market--backyard-social"
"8636c80a-52b7-4223-b17d-f232ff7c31f0","The Studio Athens presents Shrek the Musical JR at Athens' Morton Theatre","The Morton Theatre","May 9, 2026","Macaroni Kid Athens","18+","https://athens.macaronikid.com/events/69de52f3596b964bdcb337a8/the-studio-athens-presents-shrek-the-musical-jr-at-athens-morton-theatre"
"f99a6970-d3c9-4669-baea-11bdcb937f4e","Pullman Yards Chefs Market","Pullman Yards","April 24, 2026","Macaroni Kid Decatur-Toco Hills-Avondale Estates","cocktail mention","https://decatur.macaronikid.com/events/6867fdda2927eecc8d840dd8/pullman-yards-chefs-market"
"U6k5yZSS8DANWRQeR9aD","Glow in the Park","The Adventure Park at the Discovery Museum","May 2, 2026","Macaroni Kid Greenwich to Westport","after dark","https://westport.macaronikid.com/events/69c6bd176d7d2125ebeae88b/glow-in-the-park"
"39d42b1a-040b-4e28-863a-e7633483f4b3","🦞 Old Katy Patio Sunday TAKEOVER! Phil's Crawfish Pop-up!","Old Katy Patio","April 26, 2026","Macaroni Kid Katy","drinks mention","https://katy.macaronikid.com/events/6998ad4a36011243018b26c0/%F0%9F%A6%9E-old-katy-patio-sunday-takeover-phils-crawfish-pop-up"
"308f09dd-ca2f-4e39-aaeb-518276c1a9f5","🥕Salado Farmers Market","Barrow Brewing Company","May 9, 2026","Macaroni Kid Killeen","brewery mention","https://killeen.macaronikid.com/events/69c021655fe83425fd8106d1/%F0%9F%A5%95salado-farmers-market"
"fee888e0-7339-4aae-81c5-1c45a335fc24","Throwback Tuesday Skate","Wheels Family Skating","May 5, 2026","Macaroni Kid Killeen","18+","https://killeen.macaronikid.com/events/699743224db4113675a4f3ee/throwback-tuesday-skate"
"e54b2569-3017-4ed1-b42a-185cd1bf25c4","🎈Spring Fling Street Fair","Downtown Westfield","May 3, 2026","Macaroni Kid Clark-Cranford-Scotch Plains","beer event","https://clark.macaronikid.com/events/69b48ac8835c5f0a5a836e12/spring-fling-street-fair"
"c1327cd1-a9e7-44ab-b327-8d0324a8003c","Mayapple School Plant Sale and Paint-a-Pot Fundraiser","Rising Silo Brewwery","April 26, 2026","Macaroni Kid New River Valley","brewery mention","https://nrv.macaronikid.com/events/69de5b688efcb04d3f64b1ec/mayapple-school-plant-sale-and-paint-a-pot-fundraiser"
"e6af22c2-6bc1-4096-a3d0-a30e5a495343","Monthly Mountain Mama Meal","Evergreen Bread & Cocktail Lounge","April 22, 2026","Macaroni Kid Evergreen-Bailey-Conifer","cocktail mention","https://evergreen.macaronikid.com/events/694a181c5ef2998388fe16b7/monthly-mountain-mama-meal"
"db8e71a4-86df-4111-84ac-c56c3518c3cc","🥕Salado Farmers Market","Barrow Brewing Company","April 25, 2026","Macaroni Kid Killeen","brewery mention","https://killeen.macaronikid.com/events/69c021655fe83425fd8106cf/%F0%9F%A5%95salado-farmers-market"
"dcc8e46c-6404-4099-8be1-43d35e079cc2","Tupps 11th Anniversary Bash!","The Grain Room by TUPPS","May 2, 2026","Macaroni Kid McKinney","brewery mention","https://mckinney.macaronikid.com/events/69e00a3d0750f7aca3a9ec51/tupps-11th-anniversary-bash"
"f7849954-4b03-4aa0-a88a-e49cfeab89bb","🦞 Old Katy Patio Sunday TAKEOVER! Phil's Crawfish Pop-up!","Old Katy Patio","May 3, 2026","Macaroni Kid Katy","drinks mention","https://katy.macaronikid.com/events/6998ad4a36011243018b26c1/%F0%9F%A6%9E-old-katy-patio-sunday-takeover-phils-crawfish-pop-up"
"Uefh4C7hENO_ZOoql98gNxOpaGB3wC","Tuesday Matinee: To Wong Foo Thanks for Everything Julie Newmar","Hamilton Library","June 9, 2026","Enoch Pratt Free Library","drag event","https://calendar.prattlibrary.org/event/tuesday-matinee-to-wong-foo-thanks-for-everything-julie-newmar"
"l-h9vPsU7nBunO7ZB0TS","Value Tuesday @ Movie Tavern","Movie Tavern Flourtown","May 5, 2026","Macaroni Kid Warminster-Willow Grove","drinks mention","https://willowgrove.macaronikid.com/events/6828766b3a0b24c87c068e2a/value-tuesday--movie-tavern"
"WYXXYo0hLi2LDUKUsiie","Dave & Busters Trivia Tuesdays","Dave and Buster's Modesto","April 28, 2026","Macaroni Kid Modesto","trivia night","https://modesto.macaronikid.com/events/69501f7c4f1f6262870d82a1/dave-and-busters-trivia-tuesdays"
"4PFl8u8klBB2ddpfnQy5","35th Annual Burlington Carousel Festival","Burlington City Park","May 3, 2026","Macaroni Kid Burlington-Hillsborough","beer event","https://burlington-hillsborough.macaronikid.com/events/69a4f0f6bd8728a4fa3c7199/35th-annual-burlington-carousel-festival"
"akoLmZ4zfufTaRPUwv-N","35th Annual Burlington Carousel Festival","Burlington City Park","May 2, 2026","Macaroni Kid Burlington-Hillsborough","beer event","https://burlington-hillsborough.macaronikid.com/events/69a4f0f5bd8728a4fa3c7196/35th-annual-burlington-carousel-festival"